#{"t_start": 1737838925.1052418, "env_id": "None"}
r,l,t
54.099756,536,6.332407
15.346828,162,7.25062
23.807548,282,8.772984
21.000018,308,10.520851
9.132422,600,13.77001
27.128115,600,22.941319
133.766398,376,25.021837
219.711588,297,26.632441
26.649338,600,29.969765
27.425388,600,39.510772
89.99568,160,40.439156
11.788317,600,43.789976
35.330879,253,45.211601
191.39268,572,48.381191
117.396552,279,56.482078
153.523181,245,57.859706
30.308351,220,59.110337
20.644785,381,61.260574
-5.230542,143,62.056957
118.145191,153,62.902543
69.943788,180,63.879404
23.720378,154,64.766174
235.544095,299,66.386698
445.898208,600,75.951745
7.419415,156,76.81345
217.600551,278,78.378716
37.374892,499,81.221995
169.740237,213,82.395113
168.020278,220,83.616154
76.941611,600,93.121123
119.160603,288,94.727457
37.057169,600,98.113061
35.010225,600,101.918678
18.837782,199,103.114008
15.376038,320,111.086448
77.970391,151,111.946734
85.66203,600,115.545012
54.238036,166,116.448586
49.715444,600,119.753381
564.82511,600,129.100589
95.214616,175,130.068182
24.781619,196,131.178123
60.527366,247,132.595545
134.395669,343,134.558331
5.840202,600,137.873679
572.809997,600,147.265793
31.355042,214,148.447232
26.6777,600,151.817779
167.232007,497,154.581309
16.897555,161,155.459953
30.981971,600,164.650267
18.942988,194,165.719227
37.856732,312,167.439185
13.325363,173,168.468474
127.127971,314,170.345834
28.831518,282,171.894272
93.371143,600,181.222379
-9.077407,274,182.68931
3.531463,600,186.212198
34.440083,332,188.224388
23.434533,360,190.224828
20.053539,600,199.961964
147.66322,201,201.198007
19.624142,195,202.394358
93.295497,249,203.906034
367.198611,600,207.583596
25.027052,210,208.87806
8.263965,600,218.320676
191.14088,244,219.728997
40.819911,275,221.351097
28.715381,404,223.804589
1.086452,600,227.389769
7.329465,600,236.714576
40.150444,207,237.971135
66.913518,235,239.401188
166.016316,238,240.865368
21.837641,600,244.507926
165.957331,320,252.355172
156.894196,306,254.236459
49.593537,600,257.843215
3.827008,600,261.422051
128.116503,146,262.327593
6.400577,600,272.174195
156.726762,231,273.547753
85.287397,144,274.430726
182.51653,248,275.879577
234.43794,301,277.697513
162.156623,600,281.450033
58.850219,154,282.373245
136.11794,307,290.234308
90.630955,600,293.793746
11.836766,150,294.693323
14.811415,600,298.373456
186.631902,276,300.011966
93.452758,160,300.96688
23.245886,182,308.128942
12.962238,139,308.970238
35.091627,359,311.10096
182.610272,265,312.712948
-1.646258,600,316.333565
45.938207,333,318.348553
353.694694,600,328.043865
187.432394,302,329.870486
148.706094,197,331.097722
23.474774,219,332.461505
0.158436,278,334.237692
90.972506,232,335.630786
38.231717,214,336.996868
555.770922,600,346.585866
2.100731,600,350.332202
102.178388,600,354.046442
28.883915,475,356.845228
10.055874,600,366.729948
43.14794,248,368.258957
156.716742,231,369.770819
-2.90493,259,371.377429
12.161699,600,375.032515
231.601409,312,383.010247
151.030021,305,384.894427
136.226086,225,386.33559
34.940433,145,387.208308
7.615267,600,390.790739
26.383025,162,391.727606
8.707049,600,401.727713
22.652092,299,403.479582
66.138738,389,405.866614
105.326206,204,407.099052
36.395739,140,407.93879
55.645463,420,410.503408
98.946976,600,420.470031
90.260854,168,421.511057
28.967235,600,425.122059
2.199078,600,428.743862
89.683342,149,429.641077
123.169863,562,439.116668
5.397366,600,442.697966
-1.807088,329,444.669392
138.863078,209,445.961493
6.702551,162,446.953591
45.555069,600,456.59208
8.698391,517,459.667613
26.825511,195,460.829589
47.58813,168,461.837996
141.9531,600,465.470525
393.163815,600,475.032541
574.265782,600,478.590225
6.677527,600,482.315344
18.705573,600,485.858151
44.067352,212,493.028728
188.171876,237,494.485849
209.261816,264,496.097483
14.658424,141,496.932963
91.215171,395,499.328563
57.014397,160,500.282889
537.531356,600,503.904612
175.634269,254,511.448637
75.881404,222,512.694185
2.669913,600,516.190422
66.422475,339,518.215638
184.146643,323,520.21609
65.344351,172,521.292926
128.272524,157,522.224456
68.421012,171,529.406866
20.102963,386,531.76078
18.609496,281,533.58859
25.048146,600,537.223648
3.191605,600,540.839721
143.734277,223,548.128804
78.960101,600,551.697701
1.862898,148,552.604778
23.102358,156,553.585504
21.76047,583,557.089936
82.608837,310,558.976598
521.78053,600,568.772443
225.897865,302,570.562589
107.179876,177,571.618457
20.900592,600,575.13065
25.807534,600,584.908734
52.504737,177,585.987854
95.699605,245,587.455672
48.445156,359,589.736085
118.948238,278,591.527843
138.811713,263,593.210254
144.945925,197,594.574351
182.718369,240,596.27302
150.233393,600,606.692235
13.565166,600,610.445398
35.4463,600,614.15766
10.927567,289,615.886981
22.299622,600,625.712744
41.550055,600,629.469922
30.996543,549,632.785962
4.986914,600,642.805118
168.424536,231,644.20589
32.750267,600,648.005303
22.999426,600,651.649847
203.796483,264,653.266246
124.463006,227,654.717034
9.786678,165,662.074848
163.815382,254,663.611659
155.737634,303,665.447715
50.544191,600,669.035329
99.479274,172,670.079852
0.94689,600,680.034637
20.098167,185,681.183165
131.972563,272,682.809824
256.30384,600,686.41187
117.946638,171,687.451361
267.610308,600,691.080861
143.89804,209,692.297114
125.925104,133,699.257864
48.336361,160,700.188142
541.359354,600,703.887722
28.989212,600,707.529939
149.332617,288,709.291793
91.309193,352,717.365257
35.990521,218,718.659935
3.281,149,719.549882
104.343247,600,723.151026
52.272814,300,724.955636
37.867225,284,726.678648
168.194556,230,728.099445
13.327833,168,729.101941
78.795755,160,736.227067
12.361373,258,737.770452
80.077729,254,739.291831
11.658049,162,740.243582
-0.35342,166,741.247858
153.184303,205,742.477509
1.392728,600,746.48487
187.559487,242,747.997691
144.799979,459,756.924821
53.369287,268,758.489826
7.311152,600,762.453976
3.525129,600,766.089596
112.174509,600,776.023415
1.946869,600,779.639682
577.070227,600,783.323082
37.206586,600,792.933434
318.505111,600,796.567356
31.962818,600,800.259765
14.66023,268,801.91368
79.280079,600,811.570427
8.447524,151,812.500912
112.587482,204,813.712276
206.25369,444,816.392083
587.451269,600,820.044005
161.448097,600,829.87099
10.232056,600,833.463231
26.315286,224,834.843524
25.758482,182,835.968907
215.856548,301,837.828955
30.498818,393,840.182349
187.797589,344,848.349233
21.001787,600,851.980953
141.463678,286,853.68409
131.626918,554,857.093485
425.821953,600,866.808481
16.99963,179,867.884305
176.066669,221,869.242911
7.718347,261,870.776289
16.406965,310,872.597298
107.257325,600,876.246947
3.587469,600,886.025993
5.510715,600,889.647205
6.046393,600,893.417507
27.849766,600,903.314866
136.214342,600,906.990935
266.798032,306,908.811743
34.27698,376,911.065104
-1.30843,519,914.217158
