#{"t_start": 1737775326.985824, "env_id": "None"}
r,l,t
103.762032,600,7.165424
114.701398,256,8.588293
406.973803,600,13.055315
33.549782,135,14.221748
116.836747,223,16.177757
138.439885,214,18.038833
-8.723801,171,28.946886
65.352088,155,30.300774
103.309004,166,31.715357
123.803708,600,36.886518
7.758355,600,42.046418
121.954435,266,44.322728
84.172556,465,57.697282
101.052566,209,59.510375
124.717044,241,61.580192
103.865103,169,63.028177
97.427331,173,64.544449
151.618126,600,69.755554
6.836139,151,71.063329
32.410296,600,81.942943
103.53299,600,84.991379
62.176595,149,85.788564
-2.073099,139,86.547707
18.354894,150,87.402971
22.450806,146,88.156407
24.185936,238,89.36899
144.5354,335,97.106
150.816721,214,98.157055
144.730397,288,99.628523
403.324866,600,102.681277
139.553386,256,104.018051
223.473162,337,105.828253
100.180209,282,113.006176
64.171853,140,113.743421
76.991473,152,114.509097
72.403304,201,115.549772
111.221949,157,116.373839
50.446581,160,117.162635
103.130781,270,118.546575
80.139166,370,120.481125
83.234226,149,121.294782
174.722877,549,129.787666
155.273332,301,131.427956
27.732624,142,132.191771
119.21676,175,133.091159
51.759845,138,133.783858
215.599745,365,135.69341
129.571077,216,136.882526
71.958515,143,137.639095
140.552338,210,138.775733
115.394451,150,139.58855
106.613598,149,145.994734
55.678682,137,146.697245
-12.85147,138,147.400454
188.918066,335,149.102801
540.581967,600,152.231478
56.038256,151,153.013392
120.095038,181,153.981842
160.029714,271,155.371428
92.831425,174,162.107329
160.480853,282,163.556607
261.152723,346,165.338932
424.526331,534,168.204536
107.216089,183,169.249599
76.756262,141,169.976623
142.556395,355,171.80267
69.701576,136,172.490751
473.685679,600,181.068964
219.02827,346,182.875557
36.386928,147,183.661178
172.269082,217,184.751243
189.244719,289,186.27072
422.443347,600,195.365225
89.110973,143,196.102574
75.328086,151,196.906238
534.189151,600,200.066842
56.892215,147,200.83733
159.093954,346,202.593531
82.384193,141,203.337478
124.777592,177,204.29414
149.560567,600,213.250427
72.021712,149,213.998356
97.124415,150,214.811662
118.120318,163,215.663632
148.962684,282,217.092342
207.340363,319,218.745371
139.808966,219,219.861265
139.189993,223,220.996271
207.158833,298,228.455251
182.852708,268,229.844092
357.443271,525,232.566519
529.765946,600,235.642459
129.613882,374,237.531126
83.437885,140,244.17663
187.026316,305,245.715172
192.486488,294,247.311994
164.470609,215,248.465265
200.451601,284,249.972842
165.704851,419,252.186438
237.622039,473,254.650707
203.580479,528,263.463667
121.2186,218,264.637197
180.944016,224,265.802809
160.663978,266,267.185182
210.628313,311,268.783921
111.446962,152,269.593892
100.878149,152,270.408012
205.207445,366,278.12074
258.143431,384,280.180371
306.310807,398,282.24851
105.247603,155,283.057686
113.897129,148,283.824208
147.75299,173,284.760266
130.940031,264,286.1643
174.053335,600,295.211183
471.653932,546,298.070828
96.062803,208,299.157565
99.449547,157,299.97616
112.292707,242,301.300254
185.439589,288,302.8604
90.809066,153,303.648806
259.7833,297,311.363438
214.412205,415,313.582133
96.383667,138,314.322112
113.543054,165,315.204113
69.645221,153,315.990944
143.326384,255,317.356287
118.461978,308,318.960379
121.254232,285,320.469888
115.027204,187,321.450893
160.067461,244,328.585427
172.702532,253,329.960975
220.357343,600,333.096643
75.920207,165,333.970526
99.508741,154,334.77991
151.149983,294,336.297064
70.136321,166,337.157274
110.990314,158,337.980986
63.673456,272,345.267798
40.236246,143,346.016232
160.487356,205,347.109587
84.474466,282,348.581481
543.397782,600,351.796095
238.650417,378,353.79646
24.965587,138,354.558682
125.184854,160,361.074026
410.060025,600,364.261647
92.675658,137,364.96355
265.225202,338,366.73778
61.529785,157,367.581423
29.325171,137,368.326527
188.930267,298,369.867348
216.771324,388,377.89726
110.308581,150,378.697086
262.560941,362,380.612738
525.047963,600,383.811353
93.899092,142,384.602753
49.94271,159,385.450691
132.808068,250,386.835485
75.269504,136,387.563711
166.264222,600,396.587027
178.339274,321,398.256533
179.060868,232,399.453167
176.326417,267,400.844657
183.535905,285,402.382277
287.290719,454,404.790305
179.18043,330,412.487136
111.259461,185,413.464485
111.572162,213,414.557231
120.185292,139,415.297434
64.08815,138,416.031108
543.321024,600,419.226516
97.845216,137,419.941243
263.603553,600,429.17844
545.516584,600,432.423397
99.975883,148,433.209433
133.435171,171,434.102267
338.510247,381,436.117506
114.843475,165,436.988442
125.234162,263,438.361859
99.048331,153,444.889238
104.746611,148,445.658545
166.051193,600,448.850787
130.854116,170,449.73723
132.050164,256,451.051827
72.79399,141,451.803706
185.523001,243,453.125656
56.095375,145,453.919069
125.732233,158,454.767008
80.819704,135,455.48861
175.886012,234,462.399457
183.714215,254,463.780848
41.386595,139,464.53236
202.686136,278,465.954608
176.447381,230,467.164745
180.534158,280,468.627379
188.403414,261,470.039262
104.479614,162,470.923534
154.278596,281,478.466102
102.75135,215,479.589805
58.694611,140,480.361421
44.348076,149,481.185887
105.140305,343,482.990593
74.326417,151,483.763571
53.917806,137,484.497849
112.918551,165,485.375667
81.007421,171,486.30687
71.612327,151,487.10721
46.903531,149,487.926111
93.673818,141,488.662365
184.2458,275,496.295216
170.506036,298,497.852637
80.495263,246,499.169557
170.645777,258,500.526822
70.792211,139,501.292687
101.349188,196,502.368226
162.013567,278,503.811291
536.097112,600,512.930326
102.709272,183,513.894596
103.23459,172,514.783579
201.83513,251,516.126964
127.741801,197,517.213038
175.69648,261,518.615001
95.391832,139,519.390851
185.920527,288,520.926855
206.249289,316,522.578536
93.135021,171,529.141756
244.573735,331,530.882563
94.192742,145,531.634487
68.574345,151,532.438586
211.821897,314,534.166206
476.204649,600,537.358841
96.835133,183,538.308938
75.322636,142,539.118702
207.630317,286,546.727823
95.8183,136,547.460315
151.74875,215,548.652071
96.065742,151,549.425138
536.439726,600,552.643669
107.164295,194,553.668014
82.844922,161,554.502369
181.108128,267,555.954746
127.936234,254,563.013656
186.792531,283,564.519603
149.557642,217,565.671211
533.602039,600,568.857559
78.083653,155,569.657469
202.203531,265,571.086773
206.78886,314,572.746135
88.604491,209,579.753846
182.861438,249,581.079534
336.707331,464,583.502754
86.266446,157,584.320875
85.618531,238,585.581786
92.802502,169,586.524359
76.458262,138,587.340003
189.303243,372,589.323052
107.300601,252,596.509337
166.103909,251,597.87291
162.937074,284,599.362684
86.315925,129,600.040953
62.625244,150,600.829665
535.675907,600,603.976814
536.289258,600,613.369235
108.144322,153,614.184607
181.063612,227,615.426627
119.626757,188,616.417149
463.64482,600,619.643573
140.224082,164,620.5065
172.130504,262,621.900428
101.088397,157,622.736527
50.664397,147,623.515815
528.399882,600,632.652577
192.50871,249,633.985466
183.633071,285,635.476987
579.71531,600,638.675402
232.619076,295,640.258462
547.036671,600,649.259044
89.962234,158,650.077144
110.374605,209,651.17961
313.809451,398,653.252218
560.563313,600,656.491205
78.863039,172,657.448781
171.884127,600,666.551342
570.797238,600,669.763641
