#{"t_start": 1735703674.0662932, "env_id": "None"}
r,l,t
-16.763292,600,3.247814
19.406052,34,3.405892
18.882357,45,3.610363
25.53693,155,4.334145
3.124446,32,4.497521
7.586413,25,4.618004
-8.795637,600,7.269207
6.036789,21,7.368395
3.35442,46,7.557009
7.884079,600,16.280026
17.26934,153,16.968971
29.04261,130,17.554137
28.779719,168,18.333453
34.017991,210,19.278571
2.031231,26,19.386565
8.914396,25,19.480558
5.652088,21,19.57504
3.658682,136,20.157742
17.579985,138,20.756812
32.587324,183,21.486297
23.149293,246,22.564959
4.043637,22,22.671458
3.693979,44,22.873514
3.386547,38,23.052811
3.315902,600,31.415774
28.348269,196,32.233885
23.600906,63,32.509014
2.425425,39,32.685516
3.811203,44,32.903787
4.644497,45,33.127429
35.964862,574,35.570467
19.935124,115,36.096425
2.547626,39,36.287829
29.360321,138,36.94808
4.918375,58,37.205521
4.780003,40,37.383245
6.997814,37,37.561738
7.501846,29,37.701436
2.942069,46,37.896121
26.639289,74,38.252966
2.742428,41,38.43825
4.252423,52,38.650612
3.904748,46,38.851496
-21.483069,600,47.272776
31.508888,65,47.54411
2.241508,91,47.941667
25.050136,62,48.222631
2.797479,35,48.378535
2.657172,47,48.593823
4.058829,46,48.813927
4.199839,27,48.921769
-9.091543,600,51.590364
14.966706,111,52.069096
27.576718,97,52.469593
8.426608,43,52.642644
16.245112,140,53.248677
2.452964,36,53.416071
23.235427,402,60.979014
24.959885,107,61.461872
4.260532,65,61.723476
0.728595,600,64.354002
0.495374,600,66.954317
22.895951,90,67.359517
19.867732,71,67.698477
7.555453,30,67.832181
-7.463206,600,76.525787
3.97621,600,79.107376
9.19926,36,79.289245
3.281266,30,79.424602
38.135798,198,80.252284
32.727039,150,80.863377
-30.548609,600,83.485086
21.575182,52,83.745092
2.757775,65,84.023072
31.896138,114,90.347753
18.006541,86,90.740744
2.867319,44,90.931931
-9.226764,600,93.504627
9.657262,29,93.611878
3.289659,37,93.787263
3.956537,52,94.003911
21.827265,95,94.424893
0.309939,600,96.987422
21.297686,91,97.375835
20.1383,103,97.864474
27.537852,156,98.624201
3.009822,29,98.770992
2.621805,58,104.687292
-1.318916,600,107.329857
2.19317,57,107.570392
3.43714,33,107.70895
6.378673,24,107.821296
27.210763,148,108.469519
3.011633,45,108.66946
35.39549,202,109.576293
8.909448,63,109.849756
5.204111,35,109.996954
2.537847,53,110.202921
33.096039,148,110.86947
20.121507,94,111.284116
12.90227,36,111.446711
33.010183,171,112.250505
3.174505,76,112.550002
22.919659,60,112.819941
4.03856,46,113.023372
3.656581,57,113.261754
31.86918,113,119.62857
16.38941,43,119.839766
23.614056,131,120.417753
0.302556,600,123.15902
3.738008,54,123.400163
7.772574,57,123.630714
28.686263,179,124.34748
38.783772,237,125.33228
2.687952,28,125.467878
3.626051,600,128.066422
3.477952,37,128.245656
2.679373,38,128.42042
6.876478,51,134.363555
4.382176,62,134.664512
3.340754,26,134.78787
6.522101,50,135.009637
12.110258,32,135.149273
17.392366,100,135.591814
4.921159,600,138.177619
1.011481,600,140.908772
2.875839,40,141.077408
5.251578,46,141.284246
21.485224,96,141.683259
-4.258976,600,149.990844
44.546732,249,151.061774
5.464219,44,151.259371
33.106701,213,152.24178
2.850554,30,152.392601
2.695678,34,152.557509
24.526139,102,153.009243
14.66283,58,153.271137
6.6121,28,153.383577
26.511041,153,154.089416
8.776656,69,154.457073
23.37491,101,154.940734
6.708084,37,155.11712
25.923806,65,155.419105
2.68578,46,155.640584
18.93641,182,156.453421
5.179704,38,156.626908
2.115408,600,165.006915
23.148788,150,165.721197
4.58205,48,165.924596
2.396855,75,166.22477
7.607026,76,166.555243
6.554568,51,166.759605
4.490603,25,166.86424
3.050872,45,167.051994
12.876556,41,167.224531
31.939647,155,167.84659
1.671236,600,170.10648
3.413278,40,170.243176
13.62813,48,170.41644
3.461455,51,170.59322
-5.234012,600,177.971527
3.964614,600,180.389311
2.533214,23,180.482512
3.299426,24,180.577699
28.171859,73,180.879941
2.498014,33,181.012675
5.623191,47,181.219631
4.179815,53,181.43633
4.705513,53,181.651536
22.180201,63,181.886145
13.848195,66,182.143294
17.677034,43,182.319796
11.871283,74,182.614741
7.566335,26,182.711838
2.971231,36,182.843858
5.442163,45,183.026112
28.167575,118,183.488297
2.784927,64,183.73403
4.712433,24,183.832004
6.860731,18,183.908571
7.319613,30,184.018058
25.790591,96,184.424646
26.797483,111,184.842663
5.74397,43,185.008576
11.733983,36,185.136603
-31.785381,600,192.647772
21.820752,63,192.918261
22.954848,84,193.240482
24.503554,96,193.612872
3.534985,31,193.738791
15.960993,75,194.045859
3.742756,49,194.239866
17.138887,47,194.414402
18.317967,107,194.871912
11.366089,47,195.075438
4.515155,52,195.285081
20.506954,57,195.515081
3.261013,27,195.615987
5.449182,32,195.755139
11.973081,32,195.881685
24.754654,97,196.252765
2.176577,29,196.370352
2.871144,600,204.078705
5.822736,45,204.25897
36.403705,133,204.810159
12.549412,38,204.952599
22.644491,130,205.508065
7.608169,47,205.715525
-7.310464,600,208.112346
29.897795,150,208.73073
28.166933,117,209.200825
2.76768,24,209.295857
5.41028,18,209.369511
12.07771,44,209.545068
20.958781,85,209.889925
23.77102,80,210.174467
24.6203,102,210.580298
19.916416,96,210.979969
2.723491,36,211.137609
21.20612,69,211.45458
-18.546356,600,219.496809
-20.747075,600,222.033978
34.937488,111,222.502926
17.573284,85,222.881276
2.836013,34,223.005734
3.167279,37,223.158807
16.331611,63,223.413638
24.997034,152,224.050524
24.73495,111,224.505714
26.153471,162,225.19837
-37.946468,254,226.226211
29.686458,94,232.721071
13.753295,45,232.88688
19.870973,75,233.178832
2.124633,38,233.32975
3.831915,43,233.500736
8.027028,25,233.613666
25.536017,116,234.094464
4.26878,80,234.465371
7.847502,104,234.920982
-30.827954,600,237.526239
13.981077,25,237.632503
3.808128,33,237.797207
8.594399,59,238.092534
2.664942,38,238.278526
-15.834605,600,240.861819
7.192488,600,249.372492
27.543849,102,249.811042
15.957089,109,250.240767
6.39258,61,250.516663
15.360007,43,250.725268
6.576108,59,251.005595
5.569758,52,251.237844
7.216179,36,251.42377
20.095429,90,251.835106
-4.70964,113,252.344117
8.278382,600,254.833802
28.365507,129,255.400644
3.872899,58,255.675141
4.920688,62,255.950413
11.905596,75,262.059235
16.16823,67,262.36032
4.596218,96,262.779686
0.587451,600,265.511557
5.378376,600,268.21277
21.678608,105,268.71315
-32.374885,600,276.973658
11.414446,63,277.239933
9.229587,25,277.348003
16.359824,52,277.562609
13.168592,60,277.846138
21.186941,97,278.317545
2.461979,41,278.496986
-0.349305,600,281.077734
4.184548,57,281.348712
22.486831,145,281.995478
2.661257,27,282.129567
28.239608,118,282.627406
2.36113,58,282.853609
26.270163,119,283.304168
17.466811,81,283.67125
22.323778,133,284.295395
22.992817,59,284.552454
22.144344,107,285.062527
4.878292,84,285.466452
5.66466,65,285.769676
-20.727699,600,294.246339
32.760702,101,294.688441
5.763266,37,294.864596
23.573127,158,295.525974
9.980721,38,295.69548
29.440332,141,296.350224
14.038265,43,296.539419
23.316787,106,296.965398
39.080982,330,298.438339
25.704987,104,298.923874
2.752004,22,299.019402
27.509027,135,299.610497
22.912189,99,300.048627
-0.283492,600,308.696535
17.693926,63,308.962844
24.224467,129,309.537305
6.501792,36,309.697937
22.172418,102,310.129433
3.54845,93,310.497818
-3.03466,600,313.196985
5.347403,28,313.333197
28.124656,80,313.665249
3.24431,46,313.854997
4.406398,41,314.038855
10.553879,120,314.56498
9.690291,116,315.045167
15.668439,58,315.276916
18.939201,98,321.668478
3.377379,45,321.872773
24.993751,81,322.237771
20.590227,87,322.596864
16.110922,53,322.839208
9.840671,33,322.997918
5.941517,74,323.317552
16.319026,57,323.585257
27.744766,117,324.118463
-39.246157,600,326.759096
12.324471,71,327.095971
27.819178,95,327.543447
18.117668,60,327.813352
-0.221046,600,330.410302
20.695516,117,336.542953
12.745854,51,336.768797
19.174168,53,337.021268
14.660141,60,337.272116
25.092432,91,337.679409
-27.7974,600,340.306468
30.859768,95,340.68762
42.421147,277,341.911807
27.945052,128,342.489089
33.653288,220,343.437434
25.009497,114,343.932058
8.121243,46,344.13018
24.729947,83,344.528584
17.284083,71,344.831648
17.673619,67,345.135323
8.793498,24,345.242712
3.825778,61,351.465447
15.237404,34,351.631794
23.749973,66,351.932349
4.52519,23,352.041643
29.179508,99,352.465775
24.280478,142,353.118046
2.401404,24,353.237724
4.291374,24,353.344167
-1.145246,600,356.059818
31.687202,181,356.946808
-7.153405,600,359.760719
26.976378,69,360.064657
10.654486,46,360.272341
22.608255,82,366.731223
24.657426,97,367.163459
30.671048,234,368.127561
26.53145,129,368.668304
2.793676,53,368.896446
-0.750786,600,371.611419
-35.57097,600,374.235803
10.613654,31,374.404704
24.940857,99,374.867852
24.174204,120,375.38749
25.340901,112,381.786502
3.431032,19,381.873671
25.936108,110,382.392778
9.865713,30,382.547753
22.116394,67,382.842105
20.918546,68,383.107944
20.780951,89,383.520342
17.173372,46,383.729537
3.96445,49,383.970769
15.905348,79,384.313001
24.69773,155,385.009863
20.61398,73,385.32525
2.990887,37,385.502732
11.747191,30,385.635544
3.255038,600,388.383182
19.705517,83,388.775786
10.574693,41,388.969296
3.849724,29,389.123463
3.308363,53,389.375274
2.996199,28,389.515053
4.124363,39,389.679093
-0.680765,600,398.092168
17.709748,93,398.534482
24.429456,92,398.928998
0.248745,600,401.602412
22.81005,69,401.928993
7.884263,40,402.129937
8.485946,30,402.272698
16.553325,41,402.474847
17.99501,56,402.726009
18.751737,57,402.963603
22.160848,110,403.42465
9.950544,27,403.539006
24.866757,93,403.973673
5.525892,53,404.182438
3.27528,25,404.274377
26.689722,126,404.789572
9.226398,31,404.933815
17.467469,56,405.198185
11.755698,95,405.646464
11.59689,36,405.808056
3.989546,31,412.008651
11.93468,72,412.31111
26.296694,104,412.770403
24.091702,113,413.263138
3.059059,54,413.496813
3.179331,23,413.594255
24.51556,67,413.914517
14.740997,49,414.142672
11.476575,43,414.377363
9.46709,26,414.483211
16.656301,62,414.772848
5.010073,600,417.298281
31.75893,129,417.891946
25.038839,93,418.356594
15.917524,79,418.711819
14.240607,42,418.892085
4.054639,21,418.98438
26.705496,87,419.322113
17.308124,78,419.654812
4.740781,49,419.856313
24.764495,99,420.271334
5.067667,600,428.895269
8.154682,25,429.011304
26.952549,133,429.588956
4.831685,28,429.734851
6.177733,39,429.903836
23.671598,114,430.396695
2.35879,34,430.542249
27.153578,84,430.939913
8.199753,63,431.241336
-28.762793,600,433.991261
37.401114,148,434.662934
23.754496,93,435.062808
22.605703,63,435.350535
17.122947,64,435.644867
21.763397,103,441.946214
4.65217,600,444.587183
27.427818,106,445.117023
5.318455,600,447.824032
24.46517,64,448.119345
-25.397764,600,450.706766
10.588993,28,450.85211
16.869194,80,456.957851
3.802582,73,457.315415
10.688352,31,457.456101
22.442051,98,457.874572
21.310383,106,458.353197
5.372687,56,458.598135
3.076665,600,461.269341
11.634476,23,461.380956
13.74818,77,461.732384
13.812199,44,461.923235
20.803966,55,462.148432
5.413182,47,462.339437
21.465048,111,462.803088
25.023215,107,463.258716
7.267897,600,472.000437
19.126044,96,472.43748
9.48649,45,472.645498
19.973531,98,473.098237
23.740068,67,473.424248
22.364024,100,473.911273
1.479797,600,476.541667
6.382784,23,476.63405
27.002434,94,477.062235
22.694092,112,477.570442
2.830664,52,477.806011
5.235212,51,478.02244
1.38896,600,480.679852
24.81923,67,480.979538
14.91746,63,487.05695
23.867529,68,487.352231
14.48011,50,487.574862
13.42365,64,487.889339
13.545388,85,488.238625
8.117572,34,488.3984
-2.368021,600,491.112864
22.862979,106,491.588726
13.462461,78,491.966626
13.926561,72,492.286953
14.718035,79,492.63992
13.608155,32,492.767697
2.602471,36,492.910928
18.489245,81,493.239549
1.01849,600,495.855643
20.083388,119,502.39877
25.292446,76,502.724107
16.955011,58,502.993844
3.359879,41,503.160656
2.054432,600,505.835738
4.56351,43,506.026919
25.869599,71,506.3721
48.207247,549,508.898844
26.217801,89,509.297383
-1.97629,600,517.934093
5.153435,37,518.078531
28.431517,117,518.617224
8.238217,31,518.746004
6.879813,49,518.991792
24.16607,72,519.327335
27.608207,134,519.933106
18.405071,55,520.186672
27.218364,121,520.747603
26.942504,88,521.133084
22.19135,94,521.540674
27.151143,114,522.02897
16.096884,58,522.291754
15.918559,60,522.552225
20.86312,67,522.856345
13.07549,92,523.288738
18.341122,89,523.673389
3.347818,22,523.773007
23.279561,71,524.097577
14.454254,40,524.269053
18.982528,86,524.674187
32.106763,154,525.350355
20.676183,95,525.754141
1.348272,600,534.324719
17.476966,67,534.615989
17.556759,95,535.057797
15.160506,39,535.234036
22.420861,99,535.709148
25.291419,69,536.011595
13.446467,40,536.21925
24.794108,106,536.711883
15.802088,111,537.180558
25.120485,111,537.622353
5.482564,53,537.846644
17.505698,69,538.141235
1.970887,600,540.751659
8.670699,27,540.882175
15.66346,52,541.106729
2.431445,34,541.241168
23.199912,65,547.378163
15.71391,48,547.592069
21.825135,97,548.057334
27.439965,105,548.548339
34.25168,136,549.213735
13.822645,38,549.392552
12.583856,50,549.641731
25.699302,140,550.272747
20.712191,90,550.663084
18.220765,91,551.076774
7.84378,600,553.692482
5.238855,600,562.195165
22.323066,98,562.614323
27.886999,87,562.994773
10.072044,29,563.116005
23.180102,69,563.424419
15.523428,58,563.681921
19.486092,89,564.1052
18.776324,76,564.458782
21.588538,122,565.052894
15.633654,66,565.338327
24.51326,105,565.825185
13.978593,40,565.981531
16.869305,44,566.184499
19.417702,108,566.649033
24.254939,110,567.188738
13.971942,56,567.441161
4.515104,55,567.692439
16.467125,83,568.029484
22.127211,68,568.340015
43.183437,269,569.538198
23.593189,109,570.020419
14.566752,43,570.235672
20.004472,106,570.680964
25.287688,122,571.193185
25.303161,114,577.681643
3.870124,90,578.099735
18.100161,47,578.308366
25.074715,126,578.841801
24.673822,67,579.164712
25.376888,106,579.67886
5.08938,600,582.262813
18.429029,49,582.488373
0.668325,600,585.037536
22.088379,64,585.311547
23.24748,112,585.770533
13.585505,65,586.052201
23.589496,102,592.357778
4.914416,49,592.570111
4.332709,58,592.830735
19.565115,113,593.346232
4.572156,47,593.562312
16.64729,42,593.759983
20.768083,71,594.0618
13.204607,42,594.265857
24.170365,69,594.576003
26.788055,87,594.953525
23.125629,99,595.373394
23.527221,70,595.712075
13.906076,33,595.872025
24.00056,113,596.390332
-5.482266,600,599.044992
10.86724,58,599.323929
22.816929,113,599.830765
4.00972,24,599.934671
