#{"t_start": 1736027873.657378, "env_id": "None"}
r,l,t
247.125539,328,5.684618
240.425584,284,7.104589
78.845638,274,8.507657
202.423248,237,9.70847
197.828096,233,10.91474
153.221198,171,11.769704
196.436612,281,13.142663
129.315307,288,20.557866
582.015504,600,23.72131
119.309524,146,24.515713
256.645683,363,26.452078
165.775815,223,27.725481
227.189274,403,29.945672
118.219304,177,30.902107
192.662302,232,38.166802
270.157138,358,39.963652
108.299105,172,40.868852
184.397162,228,42.130272
219.659222,318,43.811847
180.883641,240,45.11571
169.892562,253,46.421743
585.116848,600,55.631261
570.670366,600,58.7491
508.225378,600,61.846148
109.360675,216,63.101493
576.121061,600,71.891077
189.677976,290,73.394169
200.79052,296,74.930273
592.523812,600,78.055572
487.093551,600,81.190738
81.571286,146,88.282147
120.78284,137,89.04631
266.145747,300,90.66274
570.567656,600,93.820218
147.956572,272,95.22102
232.16216,285,96.748634
122.845005,174,97.677788
276.672948,332,105.399517
138.40766,215,106.466586
110.740442,600,109.739583
147.078614,158,110.612166
63.530675,600,113.83937
200.75607,279,115.297631
89.930123,139,122.107191
116.358439,170,123.052624
120.424569,146,123.871454
294.138124,337,125.817362
577.539186,600,128.970493
247.47168,312,130.590582
83.143254,143,131.399273
99.266242,187,132.376191
184.342014,212,139.418038
181.162645,257,140.903984
514.40687,600,144.218833
559.574499,600,147.364149
247.85355,280,148.949636
177.893748,600,158.352745
188.941587,272,159.921717
175.171079,237,161.209751
96.317819,133,161.958745
228.718774,358,163.897184
96.933489,138,164.635879
85.383568,121,165.311284
162.252979,221,166.506747
156.312399,191,173.707043
168.313044,204,174.807704
114.039518,207,175.900872
584.002851,600,179.065496
99.905082,163,179.901615
91.685984,135,180.625173
102.588803,130,181.331273
274.548458,343,183.161085
285.50739,377,191.008777
85.281588,138,191.763117
263.709171,340,193.766517
81.706437,151,194.706818
62.371006,155,195.567133
437.766251,600,198.675204
565.551024,600,207.681445
268.413919,421,209.871809
288.147317,362,211.803115
550.674437,600,214.905017
353.958507,425,217.175438
136.56978,600,226.119934
226.341521,259,227.517727
109.927172,194,228.546324
252.993,363,230.556713
545.466378,600,233.838695
115.384378,211,240.865361
137.877468,162,241.740216
116.143695,145,242.501861
65.818134,600,245.852921
261.653947,297,247.451861
112.93343,172,248.339542
127.04273,206,249.436267
576.800667,600,258.737793
105.115092,132,259.468205
308.889139,337,261.241241
335.156074,370,263.21531
81.893003,159,264.043206
267.586071,396,266.144805
148.199163,197,267.170953
156.517186,253,268.504384
113.01465,124,275.176634
103.841233,141,275.92086
104.786043,118,276.539608
123.382755,205,277.69714
194.291497,285,279.322095
547.781921,600,282.542421
104.835675,189,283.563768
130.649871,158,284.393268
132.284871,172,285.302151
493.319166,600,294.238736
193.186466,293,295.746952
220.081375,270,297.19193
90.898218,222,298.332073
437.180892,480,300.880477
58.587521,129,301.571534
47.734026,118,308.161032
107.625859,119,308.810874
568.216999,600,312.057764
144.608088,218,313.202679
92.302945,144,313.976934
114.044415,134,314.683816
233.961185,279,316.208263
211.371601,302,317.877177
215.37659,260,325.004425
135.639853,187,325.999755
145.468969,216,327.155771
83.510357,152,327.967845
103.010682,115,328.569862
175.693956,211,329.663236
59.342777,116,330.259033
71.031116,125,330.899748
247.380431,277,332.319396
55.413497,128,333.025105
150.945707,189,334.085263
100.706318,118,334.754824
536.627274,600,343.867177
100.961548,107,344.448039
568.671692,600,347.649072
100.016391,200,348.694587
22.897721,126,349.337929
556.612165,600,352.516922
138.756165,226,359.702106
228.745053,266,361.106778
151.846745,180,362.102447
94.698088,155,362.896786
455.301225,600,366.051368
100.622072,135,366.764535
169.686681,206,367.820275
89.397189,179,368.759364
195.908277,237,376.070411
217.739677,285,377.560493
293.628173,353,379.377206
100.113788,115,379.978696
86.694045,144,380.758412
79.157212,110,381.390147
43.651346,124,382.027304
101.456923,111,382.591513
196.851367,275,384.007042
543.558527,600,393.342914
112.851141,145,394.125215
162.330562,195,395.128038
160.44289,215,396.217997
105.700853,149,397.016811
184.714773,225,398.214823
139.805327,195,399.296524
94.883219,130,399.984683
87.950536,117,400.608933
155.940915,205,401.725138
97.797947,117,402.328822
34.925187,119,402.934471
86.347703,117,409.478101
96.302172,173,410.391672
101.186376,118,411.028797
105.576812,139,411.769204
