#{"t_start": 1736027874.0475047, "env_id": "None"}
r,l,t
225.239342,374,5.531572
225.36722,340,7.241221
584.835304,600,10.310338
122.343522,154,11.081898
131.518468,176,11.940917
264.189182,298,13.394853
116.396448,168,20.238954
260.091814,305,21.890901
196.188125,269,23.266482
213.834722,349,25.160194
121.870577,167,26.033786
574.432973,600,29.399253
294.599663,350,37.30626
254.416192,279,38.728261
571.743603,600,41.900596
552.58968,600,45.108046
110.604949,189,46.075959
117.170138,168,46.920634
225.587256,276,54.455868
228.564754,277,55.903905
179.334799,233,57.106729
340.362956,406,59.226787
161.795666,264,60.582569
113.348405,179,61.532366
172.170685,258,63.001905
182.670639,248,64.352975
259.852461,338,71.70844
149.244105,199,72.74573
101.404345,149,73.506686
124.711662,128,74.175308
176.206343,252,75.489249
535.368342,600,78.629512
561.646829,600,88.100272
119.536434,363,90.070603
237.766088,306,91.682366
153.145244,202,92.756036
59.363408,134,93.450173
122.222572,164,94.282545
97.699393,130,94.963837
152.591716,207,96.066209
222.066079,323,97.832566
101.515502,136,104.512703
115.497167,247,105.750304
254.320149,300,107.327777
133.448677,152,108.137753
110.630044,232,109.461184
188.968606,267,110.885337
257.918201,292,112.417831
104.261013,161,113.335568
128.298758,152,114.133935
209.00274,331,121.954951
122.706287,153,122.8169
138.71756,138,123.590979
322.563416,379,125.785122
253.156841,280,127.215074
116.787967,180,128.154858
109.113949,145,128.93808
561.480894,600,132.112929
72.472897,600,141.410879
135.396987,179,142.353023
95.676749,134,143.130684
180.548442,212,144.244613
145.781987,200,145.265071
170.249436,252,146.588205
560.926658,600,156.092632
165.225517,276,157.560806
179.62798,481,160.273312
570.919136,600,163.557644
110.731188,133,164.269443
563.704235,600,173.713386
220.025489,280,175.200636
121.299225,150,175.991216
143.288772,202,177.070826
171.403509,222,178.225166
95.606042,126,178.878459
116.70557,142,179.616571
540.473559,600,182.84209
136.823494,192,189.684245
552.634298,600,193.051323
159.80485,218,194.405405
153.091951,220,195.602609
121.531215,174,196.520315
106.550662,144,197.243193
49.250163,120,197.87512
229.930744,266,199.254005
227.046047,256,200.586654
59.214781,134,207.155281
411.159251,600,210.292774
227.721946,271,211.745235
101.290794,143,212.495627
187.90114,306,214.042508
112.468871,137,214.779726
243.67113,277,216.240504
191.06921,256,223.302547
121.140385,140,224.083011
98.939848,145,224.861991
138.252274,170,225.794606
538.012024,600,229.032841
285.449404,367,231.052526
151.301277,209,232.173767
94.118778,146,232.991553
283.726266,335,240.700054
152.928832,186,241.70175
551.194734,600,245.009108
99.362247,162,245.908052
134.370243,351,247.7574
138.182256,291,249.299199
579.852899,600,258.632653
529.424531,600,261.883172
222.519346,300,263.373813
91.931771,134,264.118995
95.179922,150,264.91357
570.927182,600,268.055528
563.25213,600,277.317039
61.463517,130,278.079282
97.927543,159,278.961915
190.541626,281,280.484927
61.12247,600,283.688308
147.094206,182,284.647875
146.046583,226,291.612629
122.002462,149,292.437024
108.68214,122,293.084433
150.902619,193,294.050956
556.873238,600,297.207316
177.848159,241,298.436817
89.94032,141,299.20011
147.281614,178,300.144195
138.265918,220,301.33449
100.446208,119,307.917281
6.151887,120,308.562975
565.834323,600,311.820129
243.095356,278,313.275282
172.174858,233,314.511648
51.348318,113,315.148571
69.94959,125,315.827614
91.272403,179,316.787985
89.540395,137,317.5759
94.519246,190,318.58924
570.906561,600,327.525899
196.804895,252,328.833858
46.609774,138,329.565032
166.932849,294,331.054374
563.748126,600,334.336843
178.698736,212,341.322901
-10.316769,132,342.040247
336.806426,404,344.235705
231.273903,284,345.75432
251.215997,280,347.259486
4.506396,295,348.79242
89.404643,158,349.616174
169.930946,213,350.760412
60.878586,158,351.58975
186.913916,343,359.400272
136.937587,190,360.378008
87.47834,140,361.143936
106.546105,119,361.808476
178.175854,213,362.91015
102.195107,134,363.600792
101.442029,104,364.149223
219.171427,289,365.679896
136.106168,176,366.59985
103.746204,293,368.117323
164.294182,194,375.212848
162.482535,225,376.388634
221.848934,267,377.777384
497.754226,600,380.960096
90.852688,263,382.331694
58.069699,183,383.258704
116.800582,153,384.043354
84.761386,153,384.811536
134.377699,200,392.024127
143.840425,170,392.992971
89.790717,141,393.745849
60.84771,122,394.396339
-6.246978,117,394.984911
574.084899,600,398.147652
570.377132,600,401.386767
98.75933,128,402.053263
200.997864,263,409.347753
106.385714,209,410.458196
95.796485,119,411.100354
105.575421,124,411.758629
160.193099,221,412.933327
78.553199,130,413.651044
581.83494,600,416.810281
140.953528,173,417.718956
52.581906,113,418.353382
96.290318,123,418.983849
59.003573,187,425.885508
228.854589,302,427.463354
564.762028,600,430.580402
235.817106,526,433.35057
131.316419,167,434.225152
213.318858,250,435.543794
78.106762,124,436.241788
96.11081,111,442.56716
151.856655,273,444.181601
114.696457,145,445.064942
67.852424,137,445.836454
66.212063,101,446.359829
95.960191,132,447.037483
98.911013,136,447.758556
85.542463,159,448.605762
148.644396,172,449.515966
434.77596,600,452.730219
184.168343,278,460.05179
505.189078,600,463.226325
147.385788,168,464.08654
