#{"t_start": 1738069472.192508, "env_id": "None"}
r,l,t
-361.694962,440,5.700362
-388.00192,440,10.324817
-348.875007,440,15.39047
-400.349511,440,20.101581
-374.23789,440,32.076535
-351.645185,440,36.978819
-388.696945,440,41.697286
-383.069905,440,46.453696
-351.751429,440,51.123015
-405.089248,440,62.971094
-367.541866,440,67.619355
-270.058354,390,71.831829
-355.09211,440,76.504354
-385.692123,440,81.372339
-418.651055,440,93.726891
-378.872026,440,98.480377
-365.17143,440,103.238607
-350.721476,440,108.031001
-351.67968,440,120.321956
-372.994055,440,125.079922
-386.083086,440,129.892042
-349.474595,440,134.636115
-440.357189,440,139.423826
-412.878311,440,152.042101
-351.691549,440,157.305679
-349.413076,440,162.688169
-149.747599,256,165.776699
-358.533018,440,171.331554
-352.978751,440,186.040093
-356.060075,440,191.030822
-372.390122,440,196.052128
-446.831604,791,205.037745
-493.777795,1051,224.581505
-434.953281,921,235.089358
-429.327909,440,247.517602
-54.877683,108,248.75961
-452.597646,741,257.134803
-392.564437,440,262.157557
-86.742477,152,263.908803
-1416.10876,1600,290.49539
-119.860174,197,292.777708
-1172.663767,1600,318.675708
-1282.907471,1400,342.943328
-45.081624,117,344.350556
-614.688802,1035,356.89148
-96.509824,165,358.879215
-20.214116,63,359.603055
-387.438844,440,372.269156
-359.614411,440,377.525177
-186.98928,552,384.319755
-83.134236,136,385.929494
-106.696501,156,387.716618
-165.552201,469,393.289592
-44.858708,92,394.532238
-39.952594,94,395.793888
-69.475755,136,406.882724
-44.924316,92,408.054968
-536.78707,720,417.146837
-123.541509,200,419.663217
-60.097929,111,421.074956
-49.583731,89,422.201107
-28.34158,66,423.070685
-415.580598,1150,447.732795
-24.064308,67,448.614972
-894.966386,1400,466.933828
-11.769583,67,467.771594
-39.310726,89,477.845853
-214.628499,455,483.861984
-25.659386,68,484.757294
-48.971114,97,486.122302
-11.107748,89,487.293353
-42.530174,90,488.495842
-70.341272,89,489.615068
-34.004183,79,490.701289
-29.690898,66,491.608797
-306.179432,1243,516.597645
