#{"t_start": 1735515240.269306, "env_id": "None"}
r,l,t
-1159.65889,516,2.553859
-1816.915182,600,4.931455
-9.861799,600,7.323342
0.314049,367,15.437605
-1809.477286,600,17.884218
-1670.725263,600,20.320742
-375.480038,128,20.840071
-9.806446,600,23.284315
-11.645401,600,32.241924
-132.975256,600,34.710981
-127.112722,600,37.201037
2.055105,196,38.0374
-1809.110686,600,47.108319
-12.912418,600,49.550655
-14.969394,600,52.070889
-1809.832577,600,61.464345
-17.054708,600,64.098711
-267.763075,600,66.619365
-13.068397,600,69.232005
-239.277822,600,78.692888
-755.576664,600,81.194448
-656.446964,600,83.801652
-15.619419,600,93.216697
-16.977671,600,95.723866
-110.935479,600,98.270541
-457.853963,600,107.19339
-25.097301,600,109.725044
-26.623502,600,112.325513
-119.24199,600,114.838658
-169.82065,600,123.744344
-88.404159,136,124.301908
-19.225823,600,126.884213
-18.598265,600,129.405403
-300.653592,118,129.97444
-172.970684,600,138.945287
-108.801982,600,141.430383
-164.211409,438,143.200672
-15.767691,600,152.331816
-20.091365,600,154.851202
-95.467973,600,157.4249
-116.764674,600,159.974023
-15.616187,600,169.172086
-144.944366,600,171.660451
-74.688839,600,174.159129
-97.466862,64,174.442692
-86.218528,600,183.44496
-102.879011,600,185.970314
-125.366167,600,188.581656
-71.462391,600,191.217533
-49.581516,600,200.331891
-34.25193,600,202.84336
-63.664658,600,205.442969
-8.593207,600,214.7812
-127.384274,600,217.325399
-55.845048,600,219.893393
-87.297843,600,229.46734
-25.152312,402,231.177471
-28.36122,600,233.756047
-65.310012,600,236.292145
1.987239,464,244.772806
-9.417454,600,247.393501
-8.190301,600,250.064373
-1.111964,600,252.636699
-10.816632,600,261.706538
-35.241394,600,264.161502
-76.819846,600,266.732867
-6.106848,600,275.75848
-9.046943,600,278.417115
2.094887,145,279.018787
-83.293269,600,281.626596
-93.919942,600,290.979414
-7.072323,600,293.623381
-58.46604,600,296.212559
-9.63931,600,298.736535
-40.415079,217,305.884071
-4.947798,600,308.391876
-0.696874,330,309.819249
1.788389,157,310.470198
-73.300102,255,311.651283
-1.623159,600,314.296589
-46.816153,600,323.419992
-47.089835,600,326.09975
-6.181995,600,328.625952
-66.36728,600,337.772718
1.622154,600,340.318821
1.543449,388,341.938599
-48.778659,600,344.482967
-0.948196,532,353.015397
-54.079292,600,355.599863
-8.571868,600,358.231157
2.060304,600,367.720689
-8.737805,600,370.264401
-59.295831,600,372.963665
-37.899753,600,375.468628
-1.780684,600,384.671599
2.016427,139,385.277461
-25.124598,200,386.207701
-35.724458,123,386.695366
1.309839,116,387.153455
-10.605805,600,389.831407
-68.235453,600,399.046931
0.105291,185,399.817437
-31.350351,328,401.285828
0.335064,177,401.999352
-38.376594,600,404.476407
1.353111,192,405.312345
-59.977264,529,413.781515
-7.140558,600,416.364812
-66.025593,600,418.968841
-34.441256,600,421.595021
-6.147792,600,430.668866
-94.931106,600,433.256705
