#{"t_start": 1738267107.4409938, "env_id": "None"}
r,l,t
38.02817,92,1.175829
86.77895,800,4.638991
43.997936,800,8.429742
29.925986,44,8.634052
33.699654,103,9.070169
22.173943,91,9.486729
27.195447,58,9.726562
23.927845,33,9.873141
24.076272,26,9.991012
-13.329393,800,20.480611
33.296903,31,20.618719
39.58112,163,21.417107
37.158225,96,21.875407
23.705063,70,22.22238
31.254544,124,22.821402
24.516921,264,23.990466
35.124838,62,24.28821
2.500697,800,33.81999
-39.944203,800,37.44281
30.026326,800,41.360578
57.447531,156,47.911808
28.598724,45,48.112999
26.363828,32,48.239435
41.819645,78,48.57603
76.832731,449,50.649663
26.005202,25,50.780055
29.08211,50,51.026363
41.227611,278,52.217629
-78.318137,217,53.311931
46.052805,335,54.901699
27.787004,87,55.291196
29.812947,64,55.598388
51.193714,242,56.728585
43.775148,260,63.709021
27.947806,182,64.587211
-14.450686,800,68.240973
38.520698,166,68.997241
27.390204,52,69.22711
54.055105,308,70.567739
32.478285,94,70.988207
58.851083,800,80.469158
-29.849483,599,83.102857
35.991152,33,83.25459
32.790331,50,83.497251
105.933035,623,86.381706
28.518576,88,86.778191
-23.008196,800,96.813585
58.002049,241,98.118074
32.18828,108,98.650967
40.544469,247,99.820719
53.182903,257,101.000381
39.918179,125,101.534187
26.985531,54,101.795039
37.829341,241,102.900837
66.281021,263,109.946428
55.226921,282,111.229191
30.831584,34,111.419743
28.642362,60,111.681164
108.626706,611,114.649872
31.258454,231,115.723554
42.604327,74,116.052202
45.058971,800,125.768362
33.140716,72,126.07094
30.795797,86,126.466835
38.212209,187,127.351565
102.821028,531,129.796195
29.148607,39,129.97041
30.59275,129,130.599206
32.154078,33,130.757264
-2.216018,800,140.577722
41.442814,128,141.089317
29.307385,51,141.295063
35.169579,54,141.547909
39.338644,126,142.142789
31.964695,46,142.358294
31.465067,40,142.538177
29.592304,50,142.767663
62.314193,374,144.451666
44.389387,137,145.060518
68.169848,270,146.368953
-2.853038,800,155.90432
120.794451,774,159.623086
-0.300555,800,163.349684
42.329576,102,163.84571
30.734214,39,164.021809
31.374742,53,164.276621
19.372326,800,173.791286
65.131828,264,174.948746
43.968408,194,175.829573
-50.359991,800,179.697363
95.348481,349,187.273314
31.299993,71,187.597221
41.297157,103,188.110081
67.335253,320,189.607327
29.213584,33,189.751465
41.268833,87,190.097383
42.268072,800,193.87645
57.447829,703,203.27377
40.576767,60,203.605035
32.058384,75,203.960185
63.143383,387,205.646789
34.510541,52,205.891035
33.87636,110,206.409544
39.140516,86,206.806926
31.593314,39,206.989639
105.286002,523,209.507909
44.183943,130,210.132019
137.558285,800,219.676292
-42.797492,800,223.564887
43.478533,43,223.760893
54.023801,800,233.188174
46.350603,113,233.688898
46.298805,123,234.247596
25.449898,800,237.985505
91.29148,510,240.3067
54.582107,207,241.34069
35.03567,78,241.748781
-47.280558,800,251.84883
43.458261,47,252.062511
66.780944,400,254.019718
42.013607,69,254.341506
53.325251,149,255.052056
40.653084,105,255.520316
2.211266,800,265.401559
78.568732,393,267.096099
35.167111,285,268.440922
63.587966,482,270.766414
-20.925491,800,280.615099
89.749781,384,282.45593
37.730954,33,282.599653
39.56379,56,282.842173
86.935693,800,286.595572
-7.156272,800,296.576593
44.484892,37,296.74369
46.835344,177,297.558679
70.418621,194,298.49404
43.968059,137,299.185012
45.576406,117,299.760928
95.748754,730,303.208583
97.66146,444,305.334414
41.164662,115,305.891298
54.05327,233,312.655521
35.030917,800,316.458405
64.725308,245,317.582937
54.349372,143,318.241786
99.541302,800,327.853735
112.459735,544,330.338738
90.306516,800,334.182925
63.011551,800,343.870699
78.156338,319,345.387625
51.286032,259,346.645259
75.983496,353,348.23496
