#{"t_start": 1738241098.982835, "env_id": "None"}
r,l,t
-10.577951,1600,7.253531
16.958546,992,17.257601
-17.758312,1600,30.066609
19.748503,675,33.075027
-8.592276,1600,46.139413
21.091371,453,48.092863
-10.566503,1600,61.131379
23.374047,124,61.646442
-27.312505,1600,74.403454
-19.113946,1600,81.550882
30.259537,127,82.065474
22.677805,173,82.792277
21.732177,43,82.972279
22.329908,85,83.35511
-24.90651,1600,96.613815
26.653763,66,96.905295
-22.739928,1600,109.605663
27.988684,107,110.083228
5.859447,1600,123.07846
22.17317,54,123.314081
-15.420577,1600,136.077696
6.684199,1600,148.955931
24.958084,53,149.211474
-23.461265,1600,156.45514
-3.240195,1600,169.365145
-14.666436,1600,182.463342
-29.656484,1600,195.117906
-14.08978,1600,202.230325
30.75165,76,202.570764
-24.433914,1600,215.598281
32.604579,58,215.856426
22.948369,63,216.131269
-11.900076,1600,228.930899
-15.422715,1600,241.845787
-11.894525,1600,254.497371
-29.562999,1600,261.400034
-30.436134,1600,274.295444
35.512947,102,274.77312
24.954367,63,275.053912
-16.771206,1600,287.620556
31.232469,42,287.800859
22.372459,57,288.080548
21.194717,93,288.484467
23.13158,42,288.701175
24.64963,55,288.926313
19.834573,1600,302.049984
33.17328,499,304.21512
26.329464,1600,317.223773
23.915704,76,317.556185
22.247846,51,317.78559
21.893184,34,317.931146
22.684469,59,318.193806
25.823774,102,318.637479
21.766723,71,318.974969
22.630333,1600,331.96647
24.561914,44,332.15471
21.857605,60,332.419153
23.550947,38,332.581736
23.482603,56,332.816351
22.333161,29,332.949121
28.614117,124,333.533735
22.771202,50,333.76333
-45.407197,1600,346.798157
36.711446,202,347.670393
35.436742,365,349.26209
-19.964812,1600,361.975594
8.080916,1600,374.832731
31.542538,32,374.994571
-21.403903,1600,388.090775
33.671443,42,388.275825
23.192105,38,388.460843
20.387687,1600,395.573117
22.647231,1600,408.388291
31.764455,35,408.521767
22.961772,36,408.671485
22.739947,1600,421.393292
23.203188,1600,434.507694
23.793994,34,434.671384
-17.757886,1600,447.270528
59.224222,552,449.709776
24.281766,42,449.882186
26.115916,49,450.09312
26.285156,1600,463.014084
29.273638,31,463.153462
22.60921,27,463.273275
22.124794,43,463.44757
22.465965,73,463.785889
23.089072,42,463.967379
26.665256,1600,477.078456
30.353533,58,477.309301
30.478715,117,477.820945
22.974829,25,477.938044
14.879417,1600,485.184283
23.048654,24,485.295942
25.005251,66,491.379062
24.037039,40,491.56039
72.662174,1600,498.879482
22.914048,41,499.08101
24.58021,34,499.23422
22.851343,27,499.340654
23.79312,27,499.453493
23.391688,30,499.575802
22.522607,27,499.714331
22.227707,26,499.817056
41.89764,1600,512.841135
24.735517,51,513.04936
23.868536,98,513.431281
42.733603,223,514.367366
-42.852687,1600,527.506124
30.994402,55,527.728493
22.398637,34,527.876762
23.616584,28,527.979019
22.201963,29,528.103696
23.957305,26,528.223985
24.324971,33,528.391059
