#{"t_start": 1738241098.6247098, "env_id": "None"}
r,l,t
-6.316277,1600,7.611655
-26.838854,1600,20.210829
-29.157597,1600,33.127448
-10.211735,1600,46.207098
-17.607076,1600,53.250591
-8.197304,1600,66.276596
-1.776174,1600,79.016749
-22.864337,1600,92.027494
-2.323284,1600,105.011717
-11.342076,1600,112.130969
-15.208998,1600,125.020486
-23.708309,1600,137.810513
29.104874,222,138.765493
8.805314,1600,151.750324
-16.424816,1600,164.718549
-5.243193,1600,171.781585
34.111465,70,172.133949
21.609083,37,172.327391
-62.639962,1600,185.38424
-23.648909,1600,197.969315
28.329663,52,198.212463
22.324155,58,198.496633
21.478074,114,199.031624
23.824326,33,199.174057
-23.877303,1600,212.244006
29.684119,84,212.626711
-43.210554,1600,225.545241
-4.553608,1600,232.376379
32.712763,150,239.079194
-10.392884,1600,245.958993
-14.354007,1600,258.667634
-19.223691,1600,271.481513
-23.637965,1600,284.096376
29.678643,56,284.329839
-5.620314,1600,291.376447
10.536488,1600,304.475731
-10.159332,1600,317.453306
29.923396,104,317.923849
23.724106,41,318.104479
20.923104,33,318.246591
20.520749,44,318.441397
-18.075402,1600,331.441077
32.309516,54,331.663773
21.7331,32,331.809231
-15.254747,1600,344.815496
-38.793555,1600,357.601724
29.133184,37,357.762021
21.79946,34,357.92347
20.981319,50,358.131302
-11.172554,1600,365.078749
-6.705282,1600,377.994607
50.69866,1004,388.511525
31.350639,78,388.875729
29.797542,78,389.207653
23.91755,68,389.514327
23.777528,34,389.67679
22.694662,37,389.83149
22.860607,27,389.95215
23.793743,25,390.050793
23.993339,37,390.218411
-15.493833,1600,403.125574
28.988318,43,403.288465
23.880562,56,403.493549
-6.972508,1600,410.452474
-7.483233,1600,423.308562
23.703129,1600,436.409098
41.440316,1600,449.030978
23.400736,36,449.177588
23.535991,30,449.298764
-28.013091,1600,462.157811
28.889474,46,462.362833
23.052259,36,462.536856
31.144424,1600,469.597944
25.866701,26,469.725381
29.415263,1600,482.953313
-12.744727,1600,495.980139
62.08888,875,500.004961
49.034431,578,508.405885
23.792753,37,508.588334
22.770035,33,508.75939
22.243422,30,508.917799
28.453806,77,509.262313
24.083328,34,509.432302
24.745952,30,509.588834
24.227328,39,509.791481
30.272869,1600,522.548754
-15.409761,1600,529.798981
30.581264,37,529.965839
24.028951,39,530.155869
31.928279,126,530.698353
30.408718,1600,543.946845
19.300222,1600,557.244585
22.195859,22,557.339779
-20.184343,1600,570.72862
30.425989,44,570.931358
23.722596,25,571.049668
23.018365,68,571.327172
24.105978,26,571.455894
61.229793,1293,583.27876
24.025481,27,583.402945
23.66365,27,583.53315
19.249322,62,583.818624
27.506905,47,584.031485
24.091639,87,584.422801
24.070028,31,584.561479
26.143022,39,584.720489
20.521475,28,584.833631
60.244504,1058,589.563668
23.214175,23,589.667755
22.633655,41,589.854939
22.865906,37,590.042663
23.902404,34,590.189142
25.118116,35,590.357195
47.731815,546,598.433714
21.698278,45,598.613674
50.513405,473,600.763653
23.523389,44,600.95488
36.461217,215,601.874868
23.727818,82,602.213835
46.344119,622,604.895641
24.338288,44,605.072984
34.536791,1600,618.224674
48.267237,1600,631.478522
32.508879,30,631.622231
23.975581,51,631.843835
23.810705,35,631.987419
22.252492,38,632.140605
23.157635,33,632.27054
23.923133,36,632.436574
22.672536,30,632.573298
23.193163,30,632.707691
24.362786,33,632.848258
27.264637,53,633.084884
24.446153,32,633.248662
22.328437,32,633.405898
15.937932,1600,646.588547
-10.416824,1600,659.806081
32.004565,32,659.944897
24.440816,26,660.061713
51.475162,621,663.000364
25.024267,45,663.207987
22.632903,30,663.357729
24.253776,61,663.645296
23.208358,36,663.8237
40.044967,284,665.115143
60.166467,546,667.561692
23.140963,29,673.610176
24.205971,41,673.788247
22.72655,32,673.931495
78.767467,765,677.411912
26.226821,78,677.776455
22.007243,24,677.885602
24.328863,39,678.077395
26.116455,90,678.528624
24.19664,31,678.662087
22.954209,32,678.834399
23.434045,28,678.97096
23.972583,26,679.088454
41.027198,242,680.180609
46.650223,1600,693.256662
29.610015,32,693.404237
24.191623,30,693.522259
23.954737,26,693.642664
22.25714,35,693.797525
26.725945,73,694.153698
23.386584,46,694.383097
24.291751,76,694.750323
22.839179,32,694.89278
26.636849,50,695.132764
110.535948,1600,708.483528
23.063336,31,708.62314
40.435991,265,709.899673
52.741538,767,713.457178
40.140541,300,720.530617
-1.01846,1600,728.113735
31.212738,30,728.237474
23.591042,29,728.365413
24.050577,37,728.536877
23.83684,27,728.676047
57.55437,403,736.190999
24.638556,29,736.325917
21.330933,1231,742.038366
24.680345,37,742.192265
42.763889,271,743.388371
23.134997,31,743.553147
24.424097,28,743.682932
23.245929,23,743.787358
60.481576,461,751.618403
23.69925,23,751.732216
24.632645,31,751.875678
70.124296,630,754.720451
24.130334,30,754.878158
31.012611,62,755.152945
21.057695,40,755.339038
24.350467,32,755.517897
29.802467,53,755.784334
29.914274,43,755.96775
86.323418,793,765.37656
59.689844,718,768.669264
23.746405,32,768.828643
24.956719,30,768.963632
22.396216,51,769.193697
25.896484,64,769.500993
23.730514,62,769.76555
24.917857,34,769.916981
22.696857,35,770.089639
96.868355,904,774.275862
24.095099,41,780.354594
24.140607,29,780.47675
25.690411,40,780.674328
26.938546,46,780.907081
28.187549,42,781.100199
22.803733,31,781.259857
33.071359,85,781.69624
24.453318,24,781.812104
31.349712,70,782.14242
38.017717,248,783.35344
24.231579,28,783.491652
23.846286,31,783.635256
26.581869,33,783.802953
23.594006,30,783.952256
25.514458,34,784.118622
24.068251,31,784.253665
24.69715,25,784.370458
30.657932,82,784.738171
24.607129,41,784.912618
42.292363,302,786.301573
25.179405,32,786.456875
23.718893,40,786.648422
24.277622,32,786.811283
23.222951,24,786.930692
24.376645,33,787.087155
22.852605,26,787.201717
29.742937,45,787.423233
50.843323,389,789.06683
22.746397,31,789.183315
64.671274,1045,799.908411
23.471635,37,800.06266
24.84864,30,800.173034
58.140731,1600,813.500669
26.104676,29,813.651953
29.103114,40,813.829429
51.710386,350,815.484432
24.645035,31,815.612909
79.627601,1600,829.067513
27.09767,37,829.247712
26.900085,33,829.410232
32.84471,82,829.760069
29.211405,32,829.906813
27.369752,24,830.00236
27.301126,32,830.129442
27.742567,29,830.2477
28.004882,34,830.376536
27.602163,49,830.60337
28.001563,25,830.725863
27.191424,28,830.83927
26.716878,36,831.015148
34.277499,63,831.295953
28.74909,67,831.566777
27.377059,32,831.699282
27.919788,32,831.822946
25.199312,33,831.966181
24.644411,35,832.122798
28.927563,34,832.252523
29.652837,58,832.497123
-16.246568,1600,846.2014
36.037025,28,846.338275
25.959283,30,846.489292
26.784619,32,846.620919
26.86383,26,846.757722
27.469268,39,846.912446
28.212789,25,847.043266
30.232806,41,847.225866
60.395093,434,849.22937
30.586832,32,849.374479
36.047919,95,849.806341
28.878008,41,849.981481
27.721824,39,850.185541
35.354275,86,850.601944
27.402311,29,850.748776
28.252314,30,850.892858
28.842596,31,851.019646
31.632084,103,851.476837
29.055666,46,857.416571
37.382727,59,857.694496
28.998826,46,857.904269
29.437877,33,858.062749
37.41111,110,858.565331
27.686726,29,858.67728
28.89912,34,858.842834
31.150052,38,859.022446
32.800754,70,859.290079
27.479167,34,859.434469
30.703983,40,859.617758
30.221135,30,859.758024
29.575592,37,859.908744
29.646924,36,860.066283
29.939208,37,860.215373
27.339865,39,860.408767
48.484872,324,861.923527
37.32238,80,862.318281
30.624829,41,862.526154
32.440104,37,862.720715
27.086682,54,862.977449
55.874043,396,864.837189
30.492178,36,865.023985
30.676447,40,865.230143
30.367443,31,865.384841
31.157046,71,865.704419
29.736275,32,865.873996
31.760571,44,866.083323
28.824777,39,866.267329
74.094082,597,874.713688
30.872135,39,874.901249
31.551389,30,875.064592
32.076437,35,875.251188
74.926698,910,879.54725
46.462087,301,880.895764
81.699461,889,891.020729
36.129851,43,891.207405
34.47558,44,891.425441
31.856882,32,891.587758
33.295398,35,891.760423
34.672976,62,892.025496
69.175941,633,895.148547
33.402095,43,895.37658
35.988094,50,895.603459
35.098338,35,895.751728
32.92616,35,895.919444
36.30298,37,896.074758
33.244317,32,896.218772
34.158609,40,896.423108
55.091728,421,904.376401
36.12662,55,904.647298
34.954454,34,904.810392
38.566455,55,905.083721
35.598715,42,905.269126
34.300839,37,905.443086
33.397343,36,905.622512
41.246426,99,906.095309
39.680768,83,906.515464
49.877362,322,908.072007
50.950831,189,908.99047
35.386971,38,909.18365
40.609416,68,909.519394
36.846473,36,909.708015
35.209132,44,909.935565
31.157677,41,910.146493
97.856079,1037,920.910239
33.699869,37,921.104226
36.181592,53,921.339724
36.94212,42,921.555776
35.860969,66,921.902936
40.194668,38,922.102581
36.951675,40,922.295135
37.218932,37,922.481509
37.270821,41,922.700891
39.96099,96,923.1511
36.365779,40,923.336944
70.890251,1600,936.862076
41.943791,39,937.046564
39.669947,44,937.277281
55.835425,209,938.268062
40.184558,45,938.459751
37.448618,42,938.651046
39.643302,40,938.832775
39.550745,45,939.038878
39.914869,32,939.172009
41.374319,35,939.344565
41.056626,41,939.534597
40.357361,42,939.718145
39.648664,40,939.930848
45.2147,117,940.435052
39.973883,45,940.652558
41.45894,39,940.839587
85.651494,604,943.660868
43.893889,91,944.106653
40.232542,34,944.263251
42.161386,46,944.487818
40.860262,38,944.677869
39.796574,34,944.827324
83.927591,546,953.346922
42.180441,38,953.506669
39.005509,43,953.714507
42.844612,54,953.958409
48.064728,100,954.409378
41.418297,38,954.562324
43.195209,39,954.727866
40.207791,35,954.868714
42.56284,53,955.116169
54.893765,207,956.020193
45.949146,53,956.256464
46.379957,44,956.454028
46.65939,98,956.88325
38.857171,54,957.116252
42.96318,46,957.323377
48.759836,64,957.609786
43.87805,53,957.845534
42.504683,45,958.051972
58.343721,1600,971.588048
44.709858,86,971.98571
44.593981,42,972.182595
45.699659,40,972.35964
44.754081,38,972.533074
46.083588,42,972.715363
46.403867,41,972.919855
45.593506,46,973.148119
52.522677,222,974.130606
45.334469,54,974.37944
46.148961,40,974.573234
46.218211,36,974.752606
46.729601,47,974.969725
43.301901,39,975.150518
46.684389,56,975.409351
52.371609,99,981.792308
50.008215,107,982.281719
47.053391,50,982.530429
47.836652,51,982.768259
46.508005,43,982.962928
49.041739,94,983.437005
45.348028,47,983.679971
45.198707,40,983.874751
46.156455,44,984.08204
45.418325,56,984.337718
48.14609,82,984.741473
44.484654,52,985.010665
45.877114,49,985.253442
47.096572,48,985.488468
47.917199,40,985.696887
47.612203,45,985.953969
47.655574,41,986.16186
59.138194,274,987.564545
46.941046,45,987.779245
48.463053,39,987.963371
48.411244,60,988.236995
46.548651,47,988.468971
129.797946,1371,1000.894127
74.079203,340,1002.522839
52.261619,45,1002.758561
51.073193,43,1002.977424
58.651097,137,1003.617891
50.683458,55,1003.908553
52.371644,53,1004.154274
51.527107,54,1004.415465
48.486096,53,1004.679052
51.440474,48,1004.933169
52.428794,48,1005.184976
54.006649,70,1005.536328
52.077912,49,1005.767166
49.757473,54,1006.033772
50.350198,51,1006.283791
51.754236,55,1006.553267
51.82064,55,1006.804136
50.071373,62,1007.101106
51.075405,48,1007.333165
48.457795,57,1013.501071
52.315606,41,1013.671447
51.306456,45,1013.864685
49.352183,43,1014.057586
59.28729,115,1014.619687
53.905796,41,1014.816549
50.445063,46,1015.036599
53.339313,45,1015.242754
51.608021,47,1015.458022
54.225308,59,1015.71294
58.03709,76,1016.057534
53.493469,53,1016.294973
54.173648,48,1016.503615
75.774025,241,1017.566181
53.833389,48,1017.808251
54.373885,46,1018.035674
54.942587,49,1018.277177
86.538212,393,1020.064442
59.251428,175,1020.791096
55.828227,46,1021.015583
53.395104,45,1021.230003
53.79367,47,1021.428162
54.71689,94,1021.873243
54.803415,44,1022.077228
56.249217,68,1022.385857
53.795708,49,1022.634674
55.607358,64,1028.455023
58.376613,64,1028.786564
54.017806,55,1029.05534
51.419674,78,1029.453211
55.611486,46,1029.689018
56.606734,43,1029.88188
55.652496,50,1030.13436
56.506354,50,1030.375198
122.131551,1600,1038.209666
59.083936,51,1044.207788
54.551889,77,1044.560549
58.525596,53,1044.824317
58.82451,44,1045.045696
60.160726,50,1045.278872
59.002918,50,1045.505993
60.015687,65,1045.820122
58.662456,58,1046.090251
59.165816,45,1046.328276
60.106461,47,1046.551065
59.958729,53,1046.80758
59.018985,52,1047.033444
75.669605,309,1048.524051
66.140809,160,1049.278487
61.560442,65,1049.589405
61.130141,62,1049.848444
53.672015,51,1050.087407
59.093332,48,1050.300209
59.219925,49,1050.521135
59.23138,50,1050.763549
57.669194,49,1050.964004
58.163815,48,1051.195961
60.333318,51,1051.460463
58.945873,53,1051.693837
59.148423,48,1051.910174
60.848436,111,1052.433223
59.550614,54,1052.664973
59.173134,52,1052.888752
60.863202,50,1053.128977
110.829791,689,1062.312639
63.109757,55,1062.594961
61.281234,55,1062.886101
60.480625,50,1063.128833
55.252458,74,1063.466964
62.403947,57,1063.772083
64.332052,54,1064.044244
62.573083,59,1064.334961
62.988556,54,1064.5834
62.683839,49,1064.806815
59.957566,59,1065.077564
63.013188,52,1065.341108
62.781978,60,1065.646259
63.284889,52,1065.888972
61.013958,55,1066.140052
63.081101,53,1066.40805
63.886498,55,1066.651423
64.06098,48,1066.855194
63.41073,53,1067.101174
64.26259,54,1067.369025
64.872431,64,1067.634054
64.272726,48,1067.843943
61.649845,59,1068.113198
60.796921,50,1068.330243
63.123387,62,1068.612309
127.072675,672,1077.548365
65.453807,56,1077.794413
65.935868,51,1078.003493
63.015405,64,1078.286985
138.828637,744,1081.686709
66.761726,64,1081.991366
64.636452,50,1082.196188
66.829615,58,1082.480383
65.842423,51,1082.699147
64.302863,52,1082.96598
70.728227,155,1083.758697
65.174456,53,1084.029761
68.515223,52,1084.291963
66.094127,55,1084.523395
66.176446,52,1090.634418
69.015249,55,1090.881938
65.543232,59,1091.157018
68.260754,53,1091.393047
65.649975,99,1091.858734
64.673472,54,1092.128375
68.318755,57,1092.41227
66.978487,60,1092.727831
67.85924,67,1093.060812
67.338334,50,1093.290525
69.151671,55,1093.539149
64.288399,58,1093.837611
99.531104,340,1095.362831
68.706354,61,1095.665463
69.462978,58,1095.945127
69.286885,64,1096.252465
68.067911,58,1096.531867
70.018974,61,1096.842859
69.563687,62,1097.133198
68.905245,56,1097.390175
85.223709,239,1098.501014
68.912316,85,1098.891456
119.638268,727,1108.126896
69.467831,63,1108.442504
69.899948,59,1108.727152
71.017287,56,1108.990552
70.524706,57,1109.256246
69.90105,53,1109.5371
70.100389,53,1109.80267
65.96389,59,1110.059013
70.753562,67,1110.362458
70.241856,56,1110.597175
105.372285,375,1112.345933
69.96825,64,1112.606736
65.27114,61,1112.899136
70.651273,66,1113.20646
78.321031,116,1113.719334
71.866132,54,1113.964769
70.104271,65,1114.240839
70.907179,53,1114.502724
71.644611,60,1114.781955
71.927446,61,1115.06594
78.15031,175,1121.585211
68.466789,63,1121.88025
72.210645,53,1122.118651
73.515705,60,1122.396069
69.487191,87,1122.802569
75.603018,109,1123.333458
70.717064,56,1123.619613
72.920211,66,1123.914201
72.560276,60,1124.179295
72.378307,52,1124.409407
104.725781,575,1127.224782
72.755083,58,1127.498316
73.082461,54,1127.738993
72.914197,59,1128.044804
73.475676,58,1128.326523
72.511582,88,1128.713051
73.763538,55,1128.962313
74.04518,60,1129.241925
74.01281,59,1129.523505
76.246648,100,1129.983741
73.793518,56,1130.232717
73.969044,58,1130.504879
75.342704,59,1130.778033
70.605884,61,1136.998429
106.236012,486,1139.189669
72.373397,55,1139.43607
74.691429,57,1139.732512
79.672766,81,1140.085934
75.614545,57,1140.375201
74.652334,73,1140.707433
74.076455,64,1140.991587
76.273942,63,1141.293996
72.933389,54,1141.566438
88.133365,204,1142.581564
75.695599,66,1142.902171
74.687674,58,1143.17114
80.186845,112,1143.6902
82.796877,156,1144.449462
78.528263,60,1144.733824
74.488163,64,1145.039703
74.614555,60,1145.338329
77.01407,61,1145.612231
75.20742,62,1145.901968
21.675061,1600,1159.311572
75.114609,66,1159.624493
78.330364,65,1159.906338
78.585346,65,1160.222598
79.217777,63,1160.532203
76.066856,60,1160.811073
79.144465,64,1161.087303
78.726272,59,1161.381802
79.244049,62,1161.663322
78.291366,62,1167.922954
79.661096,61,1168.192419
78.538026,63,1168.483068
