#{"t_start": 1738270436.650716, "env_id": "None"}
r,l,t
189.360973,387,17.796138
-20.165655,109,18.734882
-720.857129,366,21.871102
-59.723274,157,23.180807
-1312.886556,800,30.812503
-209.448703,121,31.762711
-40.271926,61,32.271335
-131.771702,128,46.026889
-150.023628,82,46.791752
-211.203092,350,49.831688
46.261846,115,50.716205
-988.719768,800,57.629371
-247.172868,412,60.929891
-38.363286,223,73.528168
-29.920841,103,74.390643
-1284.900855,800,80.797704
-11.310772,88,81.468293
-164.159081,86,82.168825
-1.237533,71,82.709054
0.599869,87,83.43244
-14.712092,67,84.021731
31.436909,115,84.916238
-327.10371,800,102.241892
-293.435968,187,103.641646
-171.48697,107,104.474434
-106.436239,66,105.034008
45.598705,130,106.045158
25.262148,141,107.10025
-78.399867,61,107.55705
3.323832,194,109.119633
-1227.684567,800,115.325759
-115.728799,59,115.813342
-2.245009,72,116.402892
-188.649841,145,126.770169
-100.007024,245,128.665274
-43.768801,171,129.995044
-133.802852,96,130.819133
-32.824218,168,132.097311
-99.806541,168,133.376631
-1437.993549,800,140.089466
-53.935953,353,153.63082
-60.235454,62,154.463205
-160.336079,81,155.429204
-259.068732,186,156.993797
-189.327835,279,159.500033
-302.253481,446,163.230092
-388.016091,195,164.768085
59.667747,106,165.705335
-7.502234,176,167.166704
39.578253,114,168.071863
19.216277,88,168.76526
49.728831,214,170.427333
-61.12576,130,178.873029
-152.413783,99,179.632196
21.094551,77,180.241467
-81.792771,142,181.357511
-28.329079,61,181.813833
-147.587355,88,182.518273
-146.063685,184,183.962713
18.012538,101,184.746469
-1195.96476,800,191.932626
-3.953121,79,192.620301
-12.801092,63,193.120889
-104.405291,118,194.119819
-65.301224,57,194.630724
-30.985225,800,213.941401
-1194.462031,800,220.979312
-21.151166,60,221.461313
0.241536,97,222.284738
-80.278783,97,223.085117
-86.845437,157,224.337035
-127.09134,75,224.930093
-654.381971,520,239.25017
19.612506,89,240.529363
-130.156181,69,241.546435
24.45459,79,242.378636
-208.516818,107,243.351596
19.500941,69,244.002802
-56.99315,70,244.652349
-60.359672,79,245.534461
-36.888636,133,246.822318
-148.537302,77,247.51015
-122.094395,74,248.101578
15.562104,62,248.788363
5.280177,64,249.351272
-463.652833,418,253.161407
-86.361563,74,253.751016
1.699439,69,254.359849
-476.193572,250,264.906996
-924.960458,800,272.774479
5.641716,65,273.335173
6.907408,82,274.02724
24.91994,80,274.63373
-11.132465,61,275.11207
-174.709237,217,276.820104
-1167.479898,800,290.7174
29.073865,101,291.52574
-84.348144,66,292.062231
-907.816152,800,298.946222
20.814795,85,300.086853
-61.992689,62,300.867055
-71.738153,80,301.544396
-84.925765,110,302.492029
-13.861449,124,303.519414
17.624257,77,304.148521
-18.064225,72,304.82723
-95.485118,61,305.339204
-139.615193,127,306.493128
-9.421248,71,317.393095
-12.807324,63,317.9434
-17.30907,110,318.943808
-89.629182,73,319.645332
69.800534,83,320.971321
64.893295,101,322.013756
-23.054513,73,322.773107
14.718279,76,323.524391
-28.879648,108,325.197043
42.225,167,327.005939
-7.529557,66,327.589873
53.611744,93,328.420492
19.726216,204,330.190013
2.346933,87,330.973901
-74.161756,64,331.51933
-181.239792,164,332.997782
-64.961357,143,334.298606
-36.628596,291,336.815627
-116.431,179,350.025318
-913.465156,800,356.880553
-8.845301,87,357.61186
29.757287,117,358.581527
-25.860009,72,359.214614
-4.633552,113,360.159547
-47.120928,71,360.743074
-22.752364,185,362.325642
-242.837275,500,374.175293
-3.512171,60,374.676846
