#{"t_start": 1738270436.382297, "env_id": "None"}
r,l,t
-147.836035,73,14.771674
-337.150167,172,16.244334
54.282001,76,17.56319
-71.183853,93,18.291887
-20.450162,62,18.813617
-1423.636612,800,25.65932
32.67777,201,27.95307
-108.692545,73,28.748703
-60.634985,103,29.715231
-291.366667,144,30.901919
-1.710411,71,31.469417
-7.137114,110,32.344183
-743.520395,377,48.358995
20.734382,80,49.101252
-132.197545,78,49.721503
-99.243967,189,51.207408
-32.669392,75,51.820991
11.545785,71,52.537722
-10.519934,72,53.149864
-0.408477,109,54.039707
-102.912554,122,54.981614
-379.656425,331,57.946807
63.560995,107,58.799152
-130.818495,69,59.350558
1.075462,93,60.079805
32.537797,85,60.753281
44.571673,242,62.754132
30.363616,78,74.183533
23.480679,101,74.999466
-121.552351,68,75.521757
1.016314,67,76.031574
-1322.541599,800,82.479151
-5.852464,214,84.227719
45.535206,215,85.894909
16.330223,66,86.386563
-0.235505,122,87.530339
42.086622,322,90.047802
-528.541221,800,107.154926
-67.165353,68,107.672541
15.807513,160,108.950412
71.345929,91,109.689198
-30.581838,64,110.161251
-17.269694,163,111.348275
8.965576,110,112.222069
-4.371822,67,112.781944
92.543368,203,114.30617
17.686744,78,114.940322
-114.093258,70,115.516964
-18.39677,94,116.313313
2.966779,77,116.920889
-36.535507,159,127.417867
-168.72866,282,129.547225
-342.060327,180,131.045342
40.35914,111,131.907274
-61.386055,68,132.419183
47.469744,79,132.999344
1.22877,67,133.516366
-35.055215,119,134.504553
37.698323,131,135.509641
-15.606991,455,139.306682
-121.706558,69,140.001941
-62.199264,65,140.539498
-72.173278,68,141.048632
0.05763,67,141.581052
-78.968217,59,142.134492
-83.68273,72,142.771018
-518.839433,293,156.426892
24.507606,80,157.084174
-64.859683,100,157.96777
-144.497101,101,158.900649
-27.071516,128,160.038096
-225.858377,110,160.903622
-30.503669,109,161.755445
-97.134777,83,162.497531
-381.866369,261,164.665819
-36.352519,86,165.370543
-12.550917,62,165.899208
0.936587,68,166.533416
-182.004807,256,168.566423
-168.97516,90,169.261707
-172.0932,376,179.610249
19.616575,72,180.182142
-151.067191,117,181.102736
-4.030362,61,181.572718
-151.75221,356,184.365797
29.039632,87,185.041866
-18.692254,61,185.505967
-54.398064,107,186.343178
-192.455915,235,188.216941
-249.27817,213,190.461074
110.846243,800,208.638031
-3.446708,63,209.173501
-45.995034,210,211.598016
15.004044,104,212.914334
-674.987537,471,217.426478
-533.660619,525,221.8627
-20.650124,65,222.417293
24.019808,73,223.025848
87.7441,800,239.583386
-216.988782,113,241.372613
2.452558,84,242.333379
11.758372,144,243.660519
-8.182937,75,244.353617
23.358933,77,245.187777
15.45029,65,245.830213
-23.734611,69,246.440586
-20.521447,118,247.588631
-53.273801,98,248.410551
-23.062508,66,249.131517
27.299451,81,249.843799
-84.671235,450,253.882986
-140.712758,157,262.895106
-6.858881,62,263.365868
-76.086282,78,264.022599
15.545157,74,265.702759
46.784391,110,267.294298
23.755911,82,268.243006
-678.734247,452,272.039268
1.869486,64,272.560643
